step,arm_id,arm_name,start_fish_population,start_ships,end_fish_population,end_ships,hatch,death,catch,revenue,cost,profit,ship_building,ship_scrap,density,reward
44,3,moderate_taxation,131.98231750317,0.30054209869675846,130.9827612586815,0.27549692380536195,7.9189390501902,6.8967350287211024,2.0217602659575866,40.435205319151734,75.13552467418961,-34.70031935503788,0.0,0.02504517489139654,1.3198231750317,0.07445198169386338
45,3,moderate_taxation,130.9827612586815,0.27549692380536195,130.15886825001866,0.2525388468215818,7.85896567552089,6.8444486725977365,1.8384100115859956,36.76820023171991,68.8742309513405,-32.106030719620584,0.0,0.022958076983780162,1.3098276125868151,0.07635969282206162
46,3,moderate_taxation,130.15886825001866,0.2525388468215818,129.49307486664844,0.2314939429197833,7.809532095001119,6.801351810561026,1.6739736678103103,33.479473356206206,63.134711705395446,-29.65523834918924,0.0,0.021044903901798483,1.3015886825001866,0.07825565737301779
47,3,moderate_taxation,129.49307486664844,0.2314939429197833,128.96998099691578,0.21220278100980136,7.7695844919989066,6.766525364888389,1.5261529968431926,30.523059936863852,57.87348572994583,-27.350425793081975,0.0,0.01929116190998194,1.2949307486664845,0.08012455837101451
48,3,moderate_taxation,128.96998099691578,0.21220278100980136,128.57603685150934,0.19451921592565125,7.738198859814947,6.739163531371648,1.3929794738497248,27.859589476994493,53.05069525245034,-25.191105775455846,0.0,0.017683565084150112,1.289699809969158,0.08195559160080194
49,3,moderate_taxation,128.57603685150934,0.19451921592565125,128.2992818432063,0.1783092812651803,7.71456221109056,6.718557372503971,1.2727598468896342,25.455196937792685,48.62980398141281,-23.174607043620128,0.0,0.016209934660470937,1.2857603685150933,0.08374146115905179
50,3,moderate_taxation,128.2992818432063,0.1783092812651803,128.1291258791612,0.16345017449308194,7.697956910592378,6.70408113959932,1.1640317350381773,23.280634700763546,44.57732031629508,-21.296685615531533,0.0,0.01485910677209836,1.282992818432063,0.08547758595043613
51,3,moderate_taxation,128.1291258791612,0.16345017449308194,128.0561653727147,0.14982932661865844,7.687747552749672,6.695180817933281,1.065527241262895,21.310544825257903,40.86254362327048,-19.55199879801258,0.0,0.013620847874423496,1.2812912587916119,0.08716147234591634
52,3,moderate_taxation,128.0561653727147,0.14982932661865844,128.07202780684847,0.13734354940043692,7.683369922362882,6.6913644914098604,0.9761429968192527,19.522859936385053,37.457331654664614,-17.93447171827956,0.0,0.012485777218221536,1.280561653727147,0.08879221812076082
53,3,moderate_taxation,128.07202780684847,0.13734354940043692,128.16923988030084,0.12589825361706716,7.684321668410908,6.692194203311889,0.8949153916466426,17.89830783293285,34.33588735010923,-16.43757951717638,0.0,0.011445295783369744,1.2807202780684848,0.09037012038307432
54,3,moderate_taxation,128.16923988030084,0.12589825361706716,128.34111521466795,0.11540673248231156,7.69015439281805,6.697279052606493,0.8210000058444422,16.420000116888843,31.474563404266792,-15.054563287377949,0.0,0.010491521134755597,1.2816923988030084,0.09189636605817868
55,3,moderate_taxation,128.34111521466795,0.11540673248231156,128.58165835305928,0.10578950477545226,7.700466912880077,6.706269314978394,0.7536544595103538,15.073089190207076,28.851683120577892,-13.778593930370816,0.0,0.009617227706859298,1.2834111521466796,0.09337278803051192
56,3,moderate_taxation,128.58165835305928,0.10578950477545226,128.88548238106932,0.09697371271083124,7.714899501183557,6.718851417223371,0.692224055950152,13.84448111900304,26.447376193863064,-12.602895074860024,0.0,0.008815792064621021,1.2858165835305928,0.09480167357603107
57,3,moderate_taxation,128.88548238106932,0.09697371271083124,129.24773798189074,0.08889256998492864,7.733128942864159,6.734743625112069,0.6361297169306783,12.722594338613566,24.243428177707813,-11.520833839094246,0.0,0.008081142725902603,1.2888548238106932,0.09618561447914803
58,3,moderate_taxation,129.24773798189074,0.08889256998492864,129.6640521246646,0.08148485581951792,7.754864278913444,6.753692330060294,0.5848578060792714,11.697156121585428,22.22314249623216,-10.525986374646733,0.0,0.00740771416541072,1.2924773798189073,0.0975273903959071
59,3,moderate_taxation,129.6640521246646,0.08148485581951792,130.13047489823884,0.07469445116789143,7.779843127479876,6.775468840246404,0.5379515136592414,10.759030273184829,20.37121395487948,-9.61218368169465,0.0,0.006790404651626493,1.296640521246646,0.09882987873350438
60,3,moderate_taxation,130.13047489823884,0.07469445116789143,130.64343325662372,0.06846991357056714,7.8078284938943305,6.7998665982285855,0.49500353728085866,9.900070745617173,18.673612791972857,-8.773542046355685,0.0,0.006224537597324286,1.3013047489823883,0.10009598566749742
61,3,moderate_taxation,130.64343325662372,0.06846991357056714,131.1996906494981,0.06276408743968655,7.838605995397423,6.8266987604345415,0.4556498420885051,9.112996841770101,17.117478392641786,-8.004481550871684,0.0,0.005705826130880595,1.3064343325662373,0.10132859399037673
62,3,moderate_taxation,131.1996906494981,0.06276408743968655,131.79631168047248,0.05753374681971267,7.871981438969886,6.855796084748186,0.4195643232473113,8.391286464946226,15.691021859921637,-7.299735394975411,0.0,0.005230340619973879,1.311996906494981,0.10253052433875165
63,3,moderate_taxation,131.79631168047248,0.05753374681971267,132.43063107482436,0.052739267918069946,7.907778700828349,6.887005081292571,0.38645422518391204,7.729084503678241,14.383436704928167,-6.654352201249926,0.0,0.004794478901642723,1.3179631168047248,0.10370450702777038
64,3,moderate_taxation,132.43063107482436,0.052739267918069946,133.10022635291705,0.04834432892489745,7.945837864489461,6.92018638879203,0.35605619760474105,7.1211239520948215,13.184816979517487,-6.063693027422666,0.0,0.004394938993172496,1.3243063107482436,0.10485316226667488
65,3,moderate_taxation,133.10022635291705,0.04834432892489745,133.80289370013645,0.04431563484782266,7.986013581175023,6.955213344895268,0.3281328890603622,6.562657781207244,12.086082231224362,-5.523424450017117,0.0,0.004028694077074788,1.3310022635291705,0.10597898696676325
66,3,moderate_taxation,133.80289370013645,0.04431563484782266,134.53662660263055,0.04062266527717077,8.028173622008186,6.991970723798176,0.302469995715924,6.04939991431848,11.078908711955664,-5.029508797637185,0.0,0.003692969570651888,1.3380289370013645,0.10708434670455494
67,3,moderate_taxation,134.53662660263055,0.04062266527717077,135.29959688338468,0.03723744317073987,8.072197596157833,7.030353618614655,0.2788736967890436,5.577473935780873,10.155666319292692,-4.578192383511819,0.0,0.0033852221064308973,1.3453662660263055,0.10817147168597542
68,3,moderate_taxation,135.29959688338468,0.03723744317073987,136.09013782759638,0.03413432290651155,8.117975813003081,7.070266449361349,0.25716841943003277,5.143368388600655,9.309360792684966,-4.165992404084311,0.0,0.0031031202642283224,1.3529959688338469,0.10924245578557934
69,3,moderate_taxation,136.09013782759638,0.03413432290651155,136.90672913185583,0.03128979599763559,8.165408269655783,7.111622080273004,0.23719488512333256,4.7438977024666515,8.533580726627887,-3.789683024161236,0.0,0.0028445269088759623,1.3609013782759638,0.11029925791905196
70,3,moderate_taxation,136.90672913185583,0.03128979599763559,137.7479834498531,0.028682312997832624,8.21440374791135,7.1543410325502,0.21880839736386914,4.3761679472773825,7.822448999408897,-3.446281052131514,0.0,0.0026074829998029656,1.3690672913185582,0.1113437051560794
71,3,moderate_taxation,137.7479834498531,0.028682312997832624,138.61263433948992,0.026292120248013237,8.264879006991187,7.198350780642541,0.2018773367118305,4.03754673423661,7.170578249458156,-3.133031515221546,0.0,0.002390192749819385,1.377479834498531,0.11237749710102006
72,3,moderate_taxation,138.61263433948992,0.026292120248013237,139.49952544340724,0.024101110227345467,8.316758060369395,7.243585121854095,0.18628183459797362,3.7256366919594726,6.573030062003309,-2.8473933700438367,0.0,0.0021910100206677698,1.3861263433948992,0.11340221116612886
73,3,moderate_taxation,139.49952544340724,0.024101110227345467,140.40760075789765,0.022092684375066677,8.369971526604434,7.289983610478748,0.17191260163525465,3.438252032705093,6.025277556836367,-2.587025524131274,0.0,0.002008425852278789,1.3949952544340725,0.11441930844078343
74,3,moderate_taxation,140.40760075789765,0.022092684375066677,141.3358958646467,0.02025162734381112,8.424456045473859,7.337491048875004,0.15866988984982203,3.1733977969964404,5.52317109376667,-2.349773296770229,0.0,0.0018410570312555564,1.4040760075789764,0.11543013992376867
75,3,moderate_taxation,141.3358958646467,0.02025162734381112,142.28353001631237,0.018563991731826858,8.4801537518788,7.386057028909499,0.14646257130361962,2.9292514260723923,5.06290683595278,-2.1336554098803875,0.0,0.00168763561198426,1.4133589586464668,0.11643595293704659
76,3,moderate_taxation,142.28353001631237,0.018563991731826858,143.24969898107912,0.017016992420841287,8.537011800978743,7.435635518065633,0.1352073181463592,2.704146362927184,4.640997932956714,-1.9368515700295301,0.0,0.0015469993109855716,1.4228353001631238,0.11743789758086974
77,3,moderate_taxation,143.24969898107912,0.017016992420841287,144.23366856339914,0.015598909719104513,8.594981938864747,7.486184485253234,0.12482787129149972,2.4965574258299945,4.254248105210322,-1.7576906793803273,0.0,0.001418082701736774,1.432496989810791,0.11843703312345229
78,3,moderate_taxation,144.23366856339914,0.015598909719104513,145.23476872848698,0.014299000575845804,8.654020113803949,7.53766556198746,0.11525438672864631,2.3050877345729264,3.8997274297761284,-1.594639695203202,0.0,0.0012999091432587095,1.4423366856339914,0.11943433424520263
79,3,moderate_taxation,145.23476872848698,0.014299000575845804,146.2523882670289,0.013107417194525321,8.714086123709219,7.590043735146862,0.10642285002046092,2.1284570004092185,3.574750143961451,-1.4462931435522326,0.0,0.0011915833813204836,1.4523476872848697,0.12043069707897185
80,3,moderate_taxation,146.2523882670289,0.013107417194525321,147.28596994423168,0.012015132428314878,8.775143296021733,7.6432870679863285,0.09827455083261885,1.965491016652377,3.27685429863133,-1.3113632819789531,0.0,0.0010922847662104434,1.4625238826702889,0.12142694500488078
81,3,moderate_taxation,147.28596994423168,0.012015132428314878,148.33500608395485,0.011013871392621971,8.8371581966539,7.697366446481566,0.09075561044916247,1.8151122089832494,3.0037831070787195,-1.18867089809547,0.0,0.0010012610356929066,1.4728596994423169,0.1224238341718669
82,3,moderate_taxation,148.33500608395485,0.011013871392621971,149.3990345443992,0.01009604877657014,8.900100365037291,7.752255348428246,0.08381655616470493,1.6763311232940987,2.7534678481554926,-1.077136724861394,0.0,0.000917822616051831,1.4833500608395485,0.1234220587288046
83,3,moderate_taxation,149.3990345443992,0.01009604877657014,150.4776350467986,0.009254711378522629,8.963942072663952,7.807929633018805,0.07741193724574,1.5482387449148,2.524012194142535,-0.9757734492277348,0.0,0.0008413373980475117,1.493990345443992,0.12442225575643777
84,3,moderate_taxation,150.4776350467986,0.009254711378522629,151.5704258228887,0.00848348543031241,9.028658102807917,7.864367348880087,0.0714999778377532,1.429999556755064,2.313677844630657,-0.8836782878755931,0.0,0.0007712259482102191,1.504776350467986,0.125425009897865
85,3,moderate_taxation,151.5704258228887,0.00848348543031241,152.67706055069937,0.0077765283111197086,9.094225549373322,7.921548558781511,0.06604226278115014,1.3208452556230026,2.1208713575781024,-0.8000261019550998,0.0,0.0007069571191927008,1.5157042582288869,0.12643085769029438
86,3,moderate_taxation,152.67706055069937,0.0077765283111197086,153.79722555151807,0.007128484285193066,9.160623633041961,7.979455179420841,0.0610034528024289,1.220069056048578,1.9441320777799271,-0.7240630217313491,0.0,0.0006480440259266424,1.5267706055069936,0.1274402916045337
87,3,moderate_taxation,153.79722555151807,0.007128484285193066,154.9306372237616,0.0065344439280936445,9.227833533091085,8.038070834867304,0.05635102598023844,1.1270205196047687,1.7821210712982665,-0.6551005516934978,0.0,0.0005940403570994222,1.5379722555151807,0.1284537638014412
88,3,moderate_taxation,154.9306372237616,0.0065344439280936445,156.0770396920346,0.0059899069340858405,9.295838233425696,8.09738072239309,0.052055042759616914,1.0411008551923382,1.633610982023411,-0.5925101268310728,0.0,0.0005445369940078037,1.5493063722376161,0.1294716896165311
89,3,moderate_taxation,156.0770396920346,0.0059899069340858405,157.23620265188882,0.0054907480229120205,9.364622381522075,8.157371489557134,0.04808793211072275,0.9617586422144551,1.49747673352146,-0.535718091307005,0.0,0.0004991589111738201,1.560770396920346,0.130494450785267
90,3,moderate_taxation,157.23620265188882,0.0054907480229120205,158.40791939277182,0.005033185687669352,9.434172159113329,8.21803112152209,0.04442429670825202,0.8884859341650404,1.3726870057280052,-0.48420107156296477,0.0,0.0004575623352426684,1.5723620265188882,0.13152239842241353
91,3,moderate_taxation,158.40791939277182,0.005033185687669352,159.59200498339865,0.00461375354703024,9.504475163566308,8.279348837688666,0.04104073525079595,0.8208147050159189,1.258296421917338,-0.4374817169014191,0.0,0.0004194321406391127,1.5840791939277181,0.13255585576926412
92,3,moderate_taxation,159.59200498339865,0.00461375354703024,160.7882946053288,0.0042292740847777194,9.57552029900392,8.341314996822835,0.03791568025095836,0.7583136050191672,1.15343838675756,-0.3951247817383927,0.0,0.00038447946225251997,1.5959200498339865,0.13359512072270227
93,3,moderate_taxation,160.7882946053288,0.0042292740847777194,161.99664202190453,0.0038768345777129096,9.647297676319727,8.403921009932366,0.03502924981162471,0.7005849962324942,1.0573185211944298,-0.35673352496193567,0.0,0.00035243950706480997,1.607882946053288,0.1346404681599585
94,3,moderate_taxation,161.99664202190453,0.0038768345777129096,163.21691817093256,0.003553765029570167,9.719798521314273,8.467159260221072,0.03236311206516542,0.6472622413033084,0.9692086444282274,-0.32194640312491896,0.0,0.00032306954814274245,1.6199664202190454,0.13569215207265223
95,3,moderate_taxation,163.21691817093256,0.003553765029570167,164.44900987058153,0.003257617943772653,9.793015090255953,8.531023029513188,0.029900361093796016,0.5980072218759204,0.8884412573925418,-0.2904340355166214,0.0,0.0002961470857975139,1.6321691817093256,0.1367504075233013
96,3,moderate_taxation,164.44900987058153,0.003257617943772653,165.69281862894542,0.0029861497817915985,9.866940592234892,8.595506430597446,0.027625403273553777,0.5525080654710756,0.8144044859431632,-0.2618964204720876,0.0,0.0002714681619810544,1.6444900987058153,0.13781545243698243
97,3,moderate_taxation,165.69281862894542,0.0029861497817915985,166.94825954859698,0.0027373039666422987,9.941569117736725,8.660604344991453,0.025523853093719413,0.5104770618743882,0.7465374454478996,-0.23606038357351133,0.0,0.0002488458151492999,1.6569281862894543,0.1388874892402573
98,3,moderate_taxation,166.94825954859698,0.0027373039666422987,168.21526031824007,0.0025091953027554406,10.016895572915818,8.726312365672724,0.023582437600008818,0.47164875200017636,0.6843259916605747,-0.21267723966039837,0.0,0.00022810866388685823,1.6694825954859698,0.13996670635887298
99,3,moderate_taxation,168.21526031824007,0.0025091953027554406,169.4937602842755,0.002300095694192487,10.092915619094404,8.792626744363771,0.021788908695182654,0.4357781739036531,0.6272988256888602,-0.1915206517852071,0.0,0.0002090996085629534,1.6821526031824008,0.14105327958511105
100,3,moderate_taxation,169.4937602842755,0.002300095694192487,170.78370959573016,0.00210842105300978,10.16962561705653,8.859544342995559,0.02013196260633021,0.40263925212660423,0.5750239235481218,-0.1723846714215176,0.0,0.00019167464118270726,1.6949376028427552,0.14214737332502028
101,3,moderate_taxation,170.78370959573016,0.00210842105300978,172.08506841657194,0.001932719298592298,10.24702257574381,8.927062589006814,0.018601165895224363,0.3720233179044873,0.527105263252445,-0.15508194534795772,0.0,0.00017570175441748164,1.7078370959573015,0.14324914173512865
102,3,moderate_taxation,172.08506841657194,0.001932719298592298,173.39780619995167,0.00177165935704294,10.325104104994317,8.995179434166696,0.017186887447890445,0.3437377489578089,0.4831798246480745,-0.13944207569026562,0.0,0.00016105994154935816,1.7208506841657194,0.14435872975760278
103,3,moderate_taxation,173.39780619995167,0.00177165935704294,174.7219010193806,0.0016240210772893618,10.4038683719971,9.063893316635376,0.01588023593280541,0.3176047186561082,0.442914839260735,-0.12531012060462682,0.0,0.00014763827975357833,1.7339780619995167,0.14547627406221253
104,3,moderate_taxation,174.7219010193806,0.0016240210772893618,176.0573389522771,0.0014886859875152484,10.483314061162835,9.133203126001595,0.014673002264739398,0.293460045294788,0.40600526932234043,-0.11254522402755246,0.0,0.00013533508977411348,1.7472190101938059,0.14660190390287
105,3,moderate_taxation,176.0573389522771,0.0014886859875152484,177.40411351170144,0.0013646288218889778,10.563440337136624,9.203108171058432,0.013557606653857683,0.2711521330771537,0.3721714968788121,-0.10101936380165843,0.0,0.0001240571656262707,1.7605733895227709,0.14773574189594954
106,3,moderate_taxation,177.40411351170144,0.0013646288218889778,178.76222512244695,0.0012509097533982296,10.644246810702086,9.27360815009868,0.012527049857909917,0.25054099715819833,0.34115720547224443,-0.0906162083140461,0.0,0.00011371906849074815,1.7740411351170144,0.14887790472705842
107,3,moderate_taxation,178.76222512244695,0.0012509097533982296,180.13168063797457,0.001146667273948377,10.725733507346817,9.344703123529536,0.01157486828966201,0.2314973657932402,0.3127274383495574,-0.0812300725563172,0.0,0.00010424247944985247,1.7876222512244695,0.1500285037924225
108,3,moderate_taxation,180.13168063797457,0.001146667273948377,181.51249289496755,0.0010511116677860122,10.807900838278474,9.416393488622882,0.010695092662620491,0.21390185325240982,0.2866668184870943,-0.07276496523468448,0.0,9.555560616236476e-05,1.8013168063797458,0.15118764578057162
109,3,moderate_taxation,181.51249289496755,0.0010511116677860122,182.90468030254695,0.0009635190288038445,10.890749573698052,9.488679956232701,0.009882209885950202,0.19764419771900404,0.26277791694650304,-0.065133719227499,0.0,8.759263898216769e-05,1.8151249289496756,0.15235543319956163
110,3,moderate_taxation,182.90468030254695,0.0009635190288038445,184.30826646343027,0.0008832257764035241,10.974280818152817,9.561563529324859,0.009131127944632998,0.18262255889265996,0.24087975720096114,-0.05825719830830117,0.0,8.029325240032038e-05,1.8290468030254694,0.15353196485455026
111,3,moderate_taxation,184.30826646343027,0.0008832257764035241,185.7232798245352,0.0008096236283698971,11.058495987805816,9.635045483177208,0.008437143523655134,0.16874287047310269,0.22080644410088102,-0.05206357362777833,0.0,7.360214803362701e-05,1.8430826646343028,0.15471733628015158
112,3,moderate_taxation,185.7232798245352,0.0008096236283698971,187.14975335473233,0.0007421549926724057,11.143396789472112,9.709127347119399,0.007795912155604128,0.15591824311208255,0.20240590709247427,-0.046487663980391725,0.0,6.746863569749143e-05,1.857232798245352,0.1559116401316299
113,3,moderate_taxation,187.14975335473233,0.0007421549926724057,188.58772424763418,0.0006803087432830385,11.228985201283939,9.783810887692335,0.007203420689730729,0.14406841379461457,0.18553874816810143,-0.04147033437348685,0.0,6.184624938936714e-05,1.8714975335473232,0.157114966538655
114,3,moderate_taxation,188.58772424763418,0.0006803087432830385,190.03723364747788,0.000623616348009452,11.315263454858052,9.85909809311688,0.006655961897488662,0.13311923794977323,0.17007718582075965,-0.03695794787098641,0.0,5.6692395273586545e-05,1.885877242476342,0.15832740342502724
115,3,moderate_taxation,190.03723364747788,0.000623616348009452,191.4983263963114,0.0005716483190086643,11.402234018848672,9.934991158970172,0.00615011104498141,0.1230022208996282,0.155904087002363,-0.032901866102734795,0.0,5.1968029000787667e-05,1.9003723364747787,0.15954903679749008
116,3,moderate_taxation,191.4983263963114,0.0005716483190086643,192.97105080083728,0.0005240109590912757,11.489899583778683,10.011492474976034,0.005682704276777427,0.11365408553554854,0.14291207975216608,-0.02925799421661754,0.0,4.76373599173887e-05,1.914983263963114,0.1607799510064811
117,3,moderate_taxation,192.97105080083728,0.0005240109590912757,194.45545841739582,0.0004803433791670027,11.578263048050236,10.088604612823366,0.005250818668341383,0.10501637336682766,0.13100273977281893,-0.025986366405991265,0.0,4.366757992427297e-05,1.9297105080083727,0.16202022898142385
118,3,moderate_taxation,194.45545841739582,0.0004803433791670027,195.9516038536904,0.00044031476423641913,11.66732750504375,10.166330314933196,0.004851753815991946,0.09703507631983893,0.12008584479175068,-0.023050768471911745,0.0,4.0028614930583555e-05,1.9445545841739582,0.16326995244293674
119,3,moderate_taxation,195.9516038536904,0.00044031476423641913,197.45954458596654,0.00040362186721671755,11.757096231221423,10.244672484101319,0.00448301484394507,0.0896602968789014,0.11007869105910478,-0.020418394180203386,0.0,3.6692897019701594e-05,1.959516038536904,0.16452920209412525
0,4,high_taxation,1000.0,1.0,977.7916666666666,1.0208333333333333,60.0,57.208333333333336,25.0,500.0,250.0,250.0,0.10416666666666667,0.08333333333333333,10.0,1.0648263888888887
1,4,high_taxation,977.7916666666666,1.0208333333333333,955.3942926927806,1.041344994212963,58.6675,55.634724668330435,25.430149305555553,508.602986111111,255.20833333333331,253.3946527777777,0.10558110532407405,0.08506944444444443,9.777916666666666,1.049556563355095
2,4,high_taxation,955.3942926927806,1.041344994212963,932.8057086577165,1.0614913505918095,57.32365756156683,54.064416461377604,25.84782513525327,516.9565027050654,260.33624855324075,256.62025415182467,0.10692510589659363,0.0867787495177469,9.553942926927807,1.0339583446999216
3,4,high_taxation,932.8057086577165,1.0614913505918095,910.0168551892937,1.0812282150935062,55.96834251946299,52.505216859366534,26.25197912851932,525.0395825703864,265.3728376479524,259.666744922434,0.10819447705101418,0.08845761254931746,9.328057086577166,1.0180141242468455
4,4,high_taxation,910.0168551892937,1.0812282150935062,887.0303489270904,1.1005107257395483,54.60101131135762,50.94598145643202,26.641536117128936,532.8307223425787,270.30705377337654,262.5236685692022,0.10938486190383424,0.09010235125779219,9.100168551892937,1.001715626008444
5,4,high_taxation,887.0303489270904,1.1005107257395483,863.8494469706264,1.1192938887694959,53.221820935625416,49.38725199935578,27.015470892733546,540.309417854671,275.1276814348871,265.1817364197839,0.11049239017490996,0.09170922714496237,8.870303489270903,0.9850562755619725
6,4,high_taxation,863.8494469706264,1.1192938887694959,840.4780266873787,1.1375327620535816,51.830966818237584,47.8296098100814,27.37277729140394,547.4555458280788,279.82347219237397,267.63207363570484,0.11151336401487703,0.09327449073079132,8.638494469706265,0.9680304292085204
7,4,high_taxation,840.4780266873787,1.1375327620535816,816.9205628060917,1.155182645566013,50.42868160124272,46.27367231483235,27.712473167697365,554.2494633539472,284.3831905133954,269.86627284055186,0.11244428035022995,0.09479439683779846,8.404780266873788,0.9506334085122949
8,4,high_taxation,816.9205628060917,1.155182645566013,793.1821017648797,1.1721992777284251,49.0152337683655,44.72008942485274,28.03360538472474,560.6721076944948,288.79566139150324,271.87644630299155,0.11328185262624649,0.09626522046383441,8.169205628060917,0.9328615311070579
9,4,high_taxation,793.1821017648797,1.1721992777284251,769.2682333080999,1.1885390363166835,47.59092610589278,43.169539783192,28.335254779480554,566.7050955896111,293.0498194321063,273.65527615750483,0.11402303173229368,0.09768327314403542,7.931821017648797,0.914712137247588
10,4,high_taxation,769.2682333080999,1.1885390363166835,745.1850593509423,1.204159142518893,46.15609399848599,41.62272689425305,28.616541061390542,572.3308212278108,297.13475907917086,275.19606214863995,0.11466502589526666,0.09904491969305695,7.692682333080999,0.8961836116077586
11,4,high_taxation,745.1850593509423,1.204159142518893,720.9391601558214,1.219017866640271,44.71110356105654,40.08037515493705,28.87662760124044,577.5325520248088,301.03978562972327,276.4927663950855,0.11520531933128562,0.10034659520990775,7.451850593509423,0.87727539985827
12,4,high_taxation,720.9391601558214,1.219017866640271,696.5375578896475,1.23307473387362,43.25634960934928,38.543225808115174,29.114726067408,582.2945213481601,304.75446666006775,277.5400546880923,0.1156416894533718,0.10158482222002257,7.209391601558213,0.8579880195961318
13,4,high_taxation,696.5375578896475,1.23307473387362,671.8396011974214,1.2462195709963955,41.79225347337885,37.16864819871539,29.321561966889504,586.4312393377901,308.268683468405,278.1625558693851,0.11590106494557713,0.10275622782280168,6.965375578896475,0.8380288902005696
14,4,high_taxation,671.8396011974214,1.2462195709963955,646.9120242729582,1.2579655810097812,40.31037607184528,35.7884914472833,29.44946154902519,588.9892309805039,311.5548927490989,277.434338231405,0.11559764092975208,0.10385163091636629,6.718396011974214,0.8165276917922034
15,4,high_taxation,646.9120242729582,1.2579655810097812,621.7877198700223,1.2682543991592155,38.81472145637749,34.40014210866114,29.538883750652182,590.7776750130437,314.4913952524453,276.2862797605984,0.11511928323358268,0.10483046508414844,6.469120242729582,0.794442712985617
16,4,high_taxation,621.7877198700223,1.2682543991592155,596.5001351067101,1.2770341683996178,37.30726319220134,33.005551665582985,29.589296289930623,591.7859257986124,317.06359978980385,274.7223260088086,0.11446763583700358,0.10568786659660129,6.217877198700223,0.7718057719310669
17,4,high_taxation,596.5001351067101,1.2770341683996178,571.105436025231,1.2840738350687102,35.7900081064026,31.60667839859925,29.578028789282484,591.5605757856497,319.25854209990445,272.30203368574524,0.11345918070239386,0.10641951403330148,5.965001351067101,0.7482232303734377
18,4,high_taxation,571.105436025231,1.2840738350687102,545.7826733027374,1.2881631800288367,34.26632616151386,30.20670619974636,29.38238268426116,587.6476536852232,321.01845876717755,266.62919491804564,0.11109549788251902,0.10700615292239252,5.7110543602523105,0.7214480893369934
19,4,high_taxation,545.7826733027374,1.2881631800288367,520.5969804335092,1.2892753952149958,32.74696039816424,28.81551589440448,29.117137372987923,582.3427474597585,322.04079500720917,260.3019524525493,0.10845914685522888,0.10734693166906972,5.457826733027374,0.6941327694804735
20,4,high_taxation,520.5969804335092,1.2892753952149958,495.6110797271558,1.2874120354057386,31.23581882601055,27.436626317137417,28.78509321522654,575.7018643045308,322.31884880374895,253.38301550078182,0.1055762564586591,0.10743961626791632,5.205969804335092,0.6663922486067451
21,4,high_taxation,495.6110797271558,1.2874120354057386,470.9299190752112,1.2822260233972842,29.736664783629347,26.073376079959345,28.344449355614604,566.888987112292,321.85300885143465,245.0359782608574,0.10209832427535726,0.10728433628381155,4.956110797271558,0.6374775774902001
22,4,high_taxation,470.9299190752112,1.2822260233972842,446.8138150725872,1.2720501543941554,28.25579514451267,24.74291790107327,27.62898124606343,552.5796249212685,320.55650584932107,232.02311907194746,0.09667629961331145,0.10685216861644035,4.7092991907521125,0.6043679649657702
23,4,high_taxation,446.8138150725872,1.2720501543941554,423.33116986413035,1.2570978672109876,26.80882890435523,23.464620100923707,26.826854011888358,536.5370802377672,318.01253859853887,218.52454163922835,0.09105189234967849,0.10600417953284628,4.468138150725872,0.5713005165260037
24,4,high_taxation,423.33116986413035,1.2570978672109876,400.5593377005633,1.237647339036435,25.39987019184782,22.221063724113957,25.950638631300926,519.0127726260185,314.2744668027469,204.73830582327167,0.08530762742636319,0.10475815560091563,4.2333116986413035,0.5385377539070744
25,4,high_taxation,400.5593377005633,1.237647339036435,378.5630220859174,1.2140353733175515,24.033560262033795,21.016246634625897,25.013629242053764,500.2725848410753,309.4118347591088,190.8607500819665,0.07952531253415271,0.10313727825303626,4.005593377005633,0.5063299351535644
26,4,high_taxation,378.5630220859174,1.2140353733175515,358.0188880882344,1.1814406475969392,22.713781325155043,19.853486509666606,23.40442881317143,468.08857626342865,303.5088433293879,164.57973293404075,0.06857488872251699,0.10116961444312929,3.785630220859174,0.4629288063409027
27,4,high_taxation,358.0188880882344,1.1814406475969392,338.99924117056025,1.141023683035609,21.481133285294064,18.7684013793967,21.73237882357151,434.64757647143017,295.3601618992348,139.28741457219536,0.058036422738414736,0.09845338729974494,3.580188880882344,0.42178678221432897
28,4,high_taxation,338.99924117056025,1.141023683035609,321.51884025329355,1.0942128761788934,20.339954470233614,17.764619342004966,20.055736045495326,401.1147209099065,285.2559207589023,115.85880015100423,0.04827450006291843,0.09508530691963409,3.3899924117056024,0.3837911670287489
29,4,high_taxation,321.51884025329355,1.0942128761788934,305.5567624125514,1.042468553486391,19.29113041519761,16.842737265014993,18.410470990924797,368.2094198184959,273.55321904472333,94.65620077377258,0.039440083655738575,0.09118440634824111,3.2151884025329354,0.3492868361175654
30,4,high_taxation,305.5567624125514,1.042468553486391,291.06434527942014,0.9872085184879231,18.333405744753083,16.001484624256676,16.824338253627655,336.4867650725531,260.6171383715977,75.8696267009554,0.031612344458731415,0.08687237945719924,3.055567624125514,0.3184232477671388
31,4,high_taxation,291.06434527942014,0.9872085184879231,278.07861748700833,0.9288689291776434,17.463860716765208,15.238147560432296,15.2114409487447,304.228818974894,246.80212962198078,57.42668935291323,0.023927787230380516,0.08226737654066026,2.9106434527942016,0.28915887059208684
